a	1.7897106409072876	1.7896653413772583	1.7896116971969604	1.7895431518554688	1.7894721031188965	1.7894986867904663	1.789535403251648	1.7895034551620483	1.789486289024353	1.7894983291625977	1.7895102500915527	1.7894805669784546	1.7895056009292603	1.7895053625106812	1.7894506454467773	1.789452075958252	1.7895054817199707	1.789523959159851	1.789624571800232	1.7895821332931519	1.7894659042358398	1.7895718812942505	1.789528250694275	1.7894634008407593	1.789343237876892	1.78931725025177	1.7892943620681763	1.7893214225769043	1.7893309593200684	1.7892850637435913	1.7891727685928345	1.7891062498092651	1.7889881134033203	1.7889155149459839	1.7888851165771484	1.7887474298477173	
aa	1.7901124954223633	1.7901148796081543	1.7900761365890503	1.790025234222412	1.789941430091858	1.7898832559585571	1.7898097038269043	1.7897638082504272	1.7896533012390137	1.7895938158035278	1.789631962776184	1.7895790338516235	1.7896513938903809	1.7896370887756348	1.789789080619812	1.7897796630859375	1.7898856401443481	1.7900105714797974	1.790000081062317	1.7900420427322388	1.7900261878967285	1.7901445627212524	1.7900193929672241	1.7899813652038574	1.790010929107666	1.7899647951126099	1.7899705171585083	1.7899881601333618	1.7897566556930542	1.7897111177444458	1.789573073387146	1.7896629571914673	1.78970205783844	1.7896838188171387	1.7895082235336304	1.7893074750900269	
aaba	1.7898144721984863	1.7897868156433105	1.7896591424942017	1.7895474433898926	1.789495825767517	1.789530634880066	1.7896103858947754	1.789626121520996	1.7896184921264648	1.7895420789718628	1.7894607782363892	1.7892237901687622	1.7892009019851685	1.789362907409668	1.7893508672714233	1.789383888244629	1.7894678115844727	1.7895675897598267	1.7897257804870605	1.7896653413772583	1.7896504402160645	1.7897735834121704	1.7896572351455688	1.7895632982254028	1.7895599603652954	1.7895253896713257	1.789393424987793	1.7893991470336914	1.7894560098648071	1.7894563674926758	1.7893227338790894	1.789282202720642	1.7891918420791626	1.7890459299087524	1.7888997793197632	1.7887206077575684	
aapl	1.788955807685852	1.7887905836105347	1.7887334823608398	1.7885915040969849	1.7885994911193848	1.788602352142334	1.788556694984436	1.7882763147354126	1.7881107330322266	1.78799569606781	1.7879215478897095	1.7876344919204712	1.7876505851745605	1.7873283624649048	1.7872306108474731	1.7871456146240234	1.7871891260147095	1.7874079942703247	1.7875815629959106	1.7874895334243774	1.7875314950942993	1.7879608869552612	1.7878142595291138	1.7877782583236694	1.787930965423584	1.787868857383728	1.7875885963439941	1.7874597311019897	1.787535548210144	1.7873188257217407	1.786838412284851	1.7866359949111938	1.7863425016403198	1.786507248878479	1.7861896753311157	1.7861981391906738	
abc	1.7890615463256836	1.7890411615371704	1.7889004945755005	1.7887407541275024	1.7887552976608276	1.788786768913269	1.788865089416504	1.7887195348739624	1.788621425628662	1.7885414361953735	1.7885223627090454	1.7882095575332642	1.7881288528442383	1.7879385948181152	1.7875665426254272	1.787508487701416	1.7876110076904297	1.7877086400985718	1.7878832817077637	1.787994384765625	1.7878435850143433	1.7881382703781128	1.7882035970687866	1.788282871246338	1.7885255813598633	1.7882734537124634	1.7881959676742554	1.7884141206741333	1.7884315252304077	1.7883282899856567	1.7880816459655762	1.7882024049758911	1.7881221771240234	1.7879575490951538	1.7882574796676636	1.788312554359436	
abt	1.7896825075149536	1.7897311449050903	1.7896941900253296	1.7896262407302856	1.789615273475647	1.7895900011062622	1.789609432220459	1.7895702123641968	1.7895197868347168	1.7894972562789917	1.7894973754882812	1.7894424200057983	1.7894192934036255	1.7893924713134766	1.7893575429916382	1.7893344163894653	1.7892942428588867	1.7892770767211914	1.7894607782363892	1.7894340753555298	1.7893943786621094	1.7895385026931763	1.7895240783691406	1.7894686460494995	1.7895563840866089	1.7894401550292969	1.7894229888916016	1.7894648313522339	1.7895158529281616	1.7895097732543945	1.789382815361023	1.789372444152832	1.789358139038086	1.7892346382141113	1.7892166376113892	1.7891182899475098	
abx	1.7901496887207031	1.7900835275650024	1.7901092767715454	1.7901471853256226	1.7901016473770142	1.7900491952896118	1.7901078462600708	1.7901467084884644	1.7900992631912231	1.7901033163070679	1.7902016639709473	1.7902755737304688	1.7902990579605103	1.7902593612670898	1.7902857065200806	1.7902499437332153	1.790297031402588	1.7904011011123657	1.7904189825057983	1.790389060974121	1.790391445159912	1.7903409004211426	1.7902178764343262	1.7901368141174316	1.7900885343551636	1.789994239807129	1.7900696992874146	1.7901310920715332	1.7901684045791626	1.790145993232727	1.7900638580322266	1.790067195892334	1.790137767791748	1.7901531457901	1.7901206016540527	1.7901302576065063	
adbe	1.7892624139785767	1.7892590761184692	1.7891215085983276	1.7889987230300903	1.7889171838760376	1.7886852025985718	1.788835048675537	1.788800835609436	1.7885686159133911	1.7886203527450562	1.7887158393859863	1.7885918617248535	1.7885338068008423	1.7885135412216187	1.7884612083435059	1.7884268760681152	1.7883387804031372	1.788321852684021	1.7883405685424805	1.7881088256835938	1.788008213043213	1.788191318511963	1.788121223449707	1.7879279851913452	1.7878494262695312	1.7878655195236206	1.787745475769043	1.7875484228134155	1.7876564264297485	1.787580966949463	1.7872675657272339	1.786954402923584	1.7867236137390137	1.7865548133850098	1.786405086517334	1.7863143682479858	
adi	1.7893816232681274	1.7894115447998047	1.789398193359375	1.7893439531326294	1.7893444299697876	1.7892855405807495	1.7892478704452515	1.7892462015151978	1.789224624633789	1.7892955541610718	1.7893518209457397	1.7892652750015259	1.7891446352005005	1.7891422510147095	1.7889984846115112	1.7889150381088257	1.788857340812683	1.7890578508377075	1.7890973091125488	1.7889753580093384	1.7890416383743286	1.7892298698425293	1.789086937904358	1.7890262603759766	1.7890353202819824	1.7889684438705444	1.788863182067871	1.788851261138916	1.7886929512023926	1.7885651588439941	1.7883859872817993	1.7883630990982056	1.788398265838623	1.78837251663208	1.7883793115615845	1.788206696510315	
adm	1.7896751165390015	1.7896920442581177	1.789628505706787	1.7895432710647583	1.7895413637161255	1.7895504236221313	1.7894797325134277	1.7894641160964966	1.789419174194336	1.789314866065979	1.7893275022506714	1.789284586906433	1.7892910242080688	1.7893587350845337	1.789365291595459	1.7892743349075317	1.7892745733261108	1.7893633842468262	1.7894545793533325	1.7894434928894043	1.78964364528656	1.7897157669067383	1.7896312475204468	1.7895869016647339	1.7894614934921265	1.7894220352172852	1.7894210815429688	1.7894248962402344	1.789380431175232	1.7893582582473755	1.7893754243850708	1.7893401384353638	1.7894282341003418	1.789441704750061	1.7894190549850464	1.789379596710205	
